id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29011693,Waterfront Condo (private room only),138984265,Joamil,,South Boston Waterfront,42.34754,-71.03831,Private room,135,1,4,2019-06-22,0.34,1,43
29025286,Quiet and Cozy 1 BR in Jamaica Plain,67735340,Ramiro,,Jamaica Plain,42.31843,-71.10691,Entire home/apt,60,4,2,2018-10-08,0.17,1,1
29029942,Brighton1,84799963,Murat,,Brighton,42.35723,-71.16355,Entire home/apt,129,5,2,2019-05-29,0.17,6,364
29030261,Private room,84799963,Murat,,Brighton,42.35729,-71.16521,Private room,75,5,1,2018-10-10,0.09,6,352
29030965,"Bright, modern and green JP with parking",5264328,Benjamin,,Jamaica Plain,42.30807,-71.11728,Private room,100,1,4,2019-01-19,0.36,1,0
29035646,Cozy Bed near Boston University!,45786960,Amber Irene,,Brighton,42.34892,-71.14195,Private room,31,1,4,2018-10-21,0.34,1,318
29035765,"Cool, Modern studio in luxury apartment building",68856967,Oluwaseyi,,South End,42.34437,-71.06192,Entire home/apt,250,1,2,2018-12-15,0.18,1,0
29037205,2 Bedrooms with Free Parking near BU & BC,25244802,Timothy,,Allston,42.34798,-71.13598,Entire home/apt,200,2,30,2019-09-19,2.57,1,74
29038749,A cute 1 bed 1 bath in Back Bay.,43119291,Andrea,,Back Bay,42.35404,-71.07706,Entire home/apt,125,1,5,2019-06-26,0.45,1,0
29046191,2-1 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.34908,-71.1352,Private room,77,1,5,2019-09-01,0.43,6,33
29053226,Sonder | Albany | Modern 2BR + Kitchen,12243051,Sonder,,South End,42.33664,-71.06753,Entire home/apt,277,2,2,2019-05-05,0.18,240,153
29058232,3 bedroom apartment,218765688,Taslim,,Dorchester,42.31551,-71.06775,Entire home/apt,200,1,89,2019-09-21,7.69,2,160
29059620,"Beautifully furnished cozy room, Green Line  & Bus",218983294,Ece,,Allston,42.35124,-71.12495,Private room,80,1,49,2019-08-20,4.20,2,115
29062086,"Newly renovated private room, Green line T & Bus",218983294,Ece,,Allston,42.35146,-71.12557,Private room,68,1,67,2019-08-30,5.74,2,173
29062784,One Bedroom Apt. in the Best Location of Fenway,147913585,Onder,,Fenway,42.34215,-71.09807,Entire home/apt,239,1,68,2019-09-08,5.98,2,50
29064530,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,218525774,Turana,,Allston,42.34983,-71.13683,Private room,50,1,29,2019-08-18,2.51,6,40
29070339,"Close to BC and BU, subway nearby!",219049252,Jinghan,,Brighton,42.34703,-71.13983,Entire home/apt,100,1,28,2019-01-14,2.40,1,0
29073222,1-3 ★ALLSTON★ 3 Mins to Green Line T - Cozy Room,218525774,Turana,,Allston,42.34969,-71.13483,Private room,50,1,31,2019-08-18,2.68,6,53
29082416,Brighton,16016039,Amaro,,Brighton,42.3616,-71.14321,Private room,120,1,56,2019-09-21,5.00,1,76
29092786,"3rdfloor, great view, peace and quite, 420friendly",213833314,Josh,,East Boston,42.38037,-71.03378,Private room,56,1,82,2019-09-08,7.28,2,176
29123531,Spacious 1Br in Cleveland Circle,29925922,Payam,,Brighton,42.3365,-71.14893,Entire home/apt,140,3,0,,,1,9
29124829,Brand New Room Close to Downtown & Convention,219480744,Lena,,Dorchester,42.32636,-71.06045,Private room,229,1,33,2019-09-15,2.94,1,341
29126483,Two Bedroom Basement Apartment in Basement,1118374,Scott,,North End,42.36432,-71.05794,Entire home/apt,227,1,56,2019-08-22,5.19,27,0
29134558,Spacious room- Minutes to downtown & airport #1,29684380,Totana & Emma,,East Boston,42.38216,-71.01999,Private room,51,1,120,2019-09-16,10.43,3,80
29156654,Massive Private Room close to Green Line & More!,209771625,Mike,,Brighton,42.35285,-71.14603,Private room,44,2,1,2018-10-25,0.09,8,0
29158192,Boston Lodging #7,98987494,Jennifer,,Allston,42.3521,-71.14172,Private room,50,1,71,2019-09-08,6.17,2,2
29158805,Boston Lodging #6,98987494,Jennifer,,Brighton,42.35247,-71.14359,Private room,50,2,79,2019-09-07,6.85,2,8
29161033,Spacious room-minutes to downtown & airport #2,29684380,Totana & Emma,,East Boston,42.3822,-71.01998,Private room,51,1,121,2019-09-22,10.58,3,62
29179651,Private cozy room in quiet neighborhood,19475054,Nancy,,Charlestown,42.38389,-71.08025,Private room,75,5,0,,,3,91
29182155,Simple 2BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.35844,-71.05522,Entire home/apt,441,2,6,2019-05-29,0.96,240,67
29182847,Classic 2BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.3573,-71.05523,Entire home/apt,472,2,6,2019-06-08,0.98,240,67
29183074,Sophisticated 1BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.35858,-71.05476,Entire home/apt,287,2,7,2019-07-11,0.68,240,67
29184396,COZY ROOM /BC/MIT/HARVARD/SAINT ELIZABETH HOSPITAL,174721407,Heyran,,Brighton,42.35104,-71.16546,Private room,46,1,30,2019-07-21,2.61,2,149
29184779,"Renovated,Chic 1 bed,sleeps 4,steps to transit",96961013,Deb,,Brighton,42.33762,-71.15161,Entire home/apt,125,28,23,2019-09-10,2.19,6,279
29189050,Fort Hill Spacious 2 Bedroom Apartment,215759456,Ruth,,Roxbury,42.32294,-71.09179,Entire home/apt,200,2,16,2019-09-09,1.45,2,86
29205137,"Charming, bright, walk anywhere in historic Boston",99548466,Marianna,,Charlestown,42.37493,-71.06194,Entire home/apt,200,1,22,2019-09-07,2.47,1,56
29213280,1-1 ★ALLSTON★ 3 Mins to Green Line T - Sunny Room,218525774,Turana,,Allston,42.35073,-71.13494,Private room,50,1,30,2019-08-21,2.61,6,32
29216008,Back Bay 2 Bedroom Apartments near Fenway Park,4140161,Corporate,,Back Bay,42.35047,-71.08442,Entire home/apt,499,2,4,2019-08-27,0.35,12,2
29216550,ROOM B,220130358,Keith,,West Roxbury,42.27244,-71.14907,Private room,44,1,22,2019-09-19,1.91,4,168
29217663,ROOM A,220130358,Keith,,West Roxbury,42.27144,-71.15039,Private room,44,1,11,2019-09-06,0.96,4,172
29217949,ROOM C,220130358,Keith,,West Roxbury,42.27301,-71.1505,Private room,44,1,11,2019-09-12,0.98,4,111
29218070,ROOM D,220130358,Keith,,West Roxbury,42.27324,-71.14947,Private room,54,1,32,2019-09-15,2.79,4,164
29220822,Lovely cozy private bedroom at downtown Boston,71715762,Yiyan,,West End,42.36585,-71.06737,Private room,99,1,20,2019-08-03,1.80,2,1
29237161,Quality Sunny  1600 sq ft house 20 min to Boston,160750677,Phyllis,,Jamaica Plain,42.30487,-71.12549,Entire home/apt,180,30,1,2019-04-23,0.20,2,337
29237538,BEST STAY IN THE HEART OF BOSTON ( LITTLE ITALY ),134113437,Robert,,North End,42.3644,-71.0547,Entire home/apt,328,2,25,2019-09-20,3.46,1,125
29237679,1-4 ★ALLSTON★ 3 Mins to Green Line T - Renovated,218525774,Turana,,Allston,42.35131,-71.13649,Private room,159,1,7,2018-12-29,0.61,6,32
29239394,Direct access to downtown from this private room!,209771625,Mike,,Brighton,42.3527,-71.14609,Private room,48,1,15,2019-05-21,1.33,8,0
29253248,Beautiful 3 bedroom 2 bath- Sleeps 7/8 Dorchester,887148,Dawn,,Dorchester,42.31233,-71.04945,Entire home/apt,495,2,2,2019-06-13,0.18,6,361
29256695,Artistic charm in hip J.P.,220420185,Andrea,,Jamaica Plain,42.32072,-71.10668,Entire home/apt,150,2,42,2019-09-22,3.99,1,129
29261726,"Beautiful private place#2 4 min fr T, 5 mt airport",169902109,Endang,,East Boston,42.37518,-71.03864,Private room,95,1,73,2019-09-19,6.42,2,229
29276759,Life in The Hub,218491837,Harold,,Dorchester,42.31962,-71.0508,Entire home/apt,196,1,5,2019-04-16,0.85,1,48
29279162,Charming Private Bedroom in Beacon Hill,60611808,Aaron,,Beacon Hill,42.36106,-71.06889,Private room,160,2,32,2019-09-06,2.83,1,36
29281816,"Leafy & Tranquil, Artist house. Easy access Boston",1922657,Catherine,,Jamaica Plain,42.31282,-71.10371,Entire home/apt,165,1,11,2019-08-31,2.12,2,272
29282726,"Skylit Suite in Musical home, easy access Boston",1922657,Catherine,,Jamaica Plain,42.31257,-71.10187,Private room,89,1,10,2019-09-06,1.85,2,344
29302938,Luxurious Two Bedroom in Victorian Carriage House,78932020,Bruce,,Jamaica Plain,42.31262,-71.1151,Entire home/apt,275,2,22,2019-09-10,3.53,1,299
29329595,Cozy 1 bed- Near Airport/T stop/ Downtown/ConvCtr,64646800,Kristen,,East Boston,42.3706,-71.03617,Entire home/apt,248,2,0,,,1,337
29330960,Chinat 2-Mins-T Small Rm#8-ground level唐人街,131456838,Eddie,,Chinatown,42.34743,-71.06193,Private room,88,1,15,2019-08-19,1.35,10,345
29334384,"Walk to BC, free street parking, 2 br with sunroom",31373357,Carol,,Brighton,42.34854,-71.17174,Entire home/apt,191,2,34,2019-09-02,3.05,1,311
29337262,Bright & Airy South End Studio in Brownstone Bldg,814298,Short Term Rentals Boston,,South End,42.34136,-71.07856,Entire home/apt,105,2,6,2019-05-01,0.87,63,2
29357228,5⭐ City Safari in City Square + 2 Bedrooms+Parking,11410590,Nika & Tony,,Charlestown,42.3744,-71.06171,Entire home/apt,125,1,35,2019-09-17,3.17,5,152
29357237,Prime Downtown Boston Apartment,11272292,Talal,,Downtown,42.35616,-71.06146,Entire home/apt,300,1,35,2019-09-02,3.13,6,41
29360188,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34233,-71.05611,Private room,144,2,2,2019-01-21,0.22,63,0
29360278,"LARGE FENWAY-close to HOSPITALS, SUBWAY BACK BAY",38997,Michelle,,Fenway,42.3452,-71.095,Entire home/apt,99,31,1,2019-05-31,0.26,11,283
29366852,Upper Duplex Penthouse with Water View,205973094,L. Jack,,South Boston,42.33198,-71.04523,Entire home/apt,350,2,21,2019-09-09,1.92,1,176
29379824,Room 3 @ The Verdiana,221332311,Ana,,Dorchester,42.29418,-71.05947,Private room,150,2,0,,,4,326
29388470,Luxury 1Bed/1Bath with in Boston +Gym & Sundeck!,30283594,Kara,,Downtown,42.36533,-71.06114,Entire home/apt,209,9,0,,,100,78
29389179,Spectacular 2 bedroom apt in the West End,30283594,Kara,,Downtown,42.36561,-71.06062,Entire home/apt,249,9,4,2019-08-05,0.69,100,89
29389391,Furnished&Modern 2 bed/2 bath apt near TD Garden!,30283594,Kara,,Downtown,42.36559,-71.05986,Entire home/apt,249,9,1,2019-03-07,0.15,100,89
29389615,Furnished&Spacious 2-BR apt steps from TD Garden!,30283594,Kara,,Downtown,42.36574,-71.05945,Entire home/apt,249,9,0,,,100,93
29390609,The Verdiana,221332311,Ana,,Dorchester,42.29382,-71.06042,Entire home/apt,130,2,44,2019-09-13,4.27,4,146
29390662,Room 2 @ The Verdiana,221332311,Ana,,Dorchester,42.2941,-71.06035,Private room,150,2,0,,,4,331
29390676,Room 1 @ The Verdiana,221332311,Ana,,Dorchester,42.29581,-71.06049,Private room,150,2,0,,,4,8
29390698,Historic Charm PVT Entry/Bath Keyless Cont BFast!,52881930,Bill And Maureen,,South Boston,42.33331,-71.02657,Entire home/apt,81,1,89,2019-09-09,7.97,3,134
29391377,Lemon Drop 2: verdant retreat 7 min walk to subway,3945438,Lisa,,Jamaica Plain,42.30667,-71.1104,Private room,60,2,6,2019-04-16,0.54,6,27
29396589,Private Room in a Boston Townhouse - Historic Area,221461668,Jeff,,South End,42.33905,-71.07479,Private room,241,3,20,2019-09-02,1.78,1,0
29409212,"Spacious Gem Near Harvard Med School, Hospitals",30283594,Kara,,Mission Hill,42.33182,-71.11292,Entire home/apt,329,3,4,2019-09-06,0.45,100,354
29414748,"Next to Airport, 5 min to Downtown",217617282,Beaux,,East Boston,42.3753,-71.0333,Entire home/apt,175,1,70,2019-09-07,6.21,4,152
29417035,Private Room in Mission Hill,34224752,Julie,,Mission Hill,42.32834,-71.10608,Private room,85,1,21,2019-09-21,2.00,1,79
29417659,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34323,-71.05722,Private room,144,2,1,2019-04-14,0.19,63,0
29434938,Cute & Cozy South Boston Condo,142861262,Olivia,,South Boston,42.33613,-71.0552,Entire home/apt,118,2,2,2018-11-22,0.19,1,0
29479677,★Modern Cabin Style | minutes to airport+downtown★,222024905,Bob,,East Boston,42.37759,-71.03042,Entire home/apt,195,2,36,2019-09-21,5.45,1,239
29483839,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34212,-71.05723,Private room,144,2,2,2019-05-21,0.34,63,3
29484467,Bright Boston Brownstone Studio,814298,Short Term Rentals Boston,,South End,42.34244,-71.08003,Entire home/apt,105,2,3,2019-04-18,0.48,63,2
29484608,Bright Studio in Quiet South End Brownstone,814298,Short Term Rentals Boston,,South End,42.34148,-71.08041,Entire home/apt,105,2,0,,,63,0
29484724,Sunny and Cheery Brownstone Studio Apartment,814298,Short Term Rentals Boston,,South End,42.34261,-71.07864,Entire home/apt,105,2,0,,,63,0
29485626,Sunny Historic South End Brownstone Studio,814298,Short Term Rentals Boston,,South End,42.34078,-71.07993,Entire home/apt,105,2,0,,,63,0
29486012,South End Studio- Airy and Bright,814298,Short Term Rentals Boston,,South End,42.34231,-71.08002,Entire home/apt,105,2,4,2019-04-22,0.65,63,0
29486158,Quiet Classic South End Brownstone Studio,814298,Short Term Rentals Boston,,South End,42.34284,-71.08005,Entire home/apt,105,2,0,,,63,0
29486361,Lovely Brownstone Studio on Concord Square,814298,Short Term Rentals Boston,,South End,42.34063,-71.08081,Entire home/apt,105,2,1,2019-03-11,0.15,63,0
29486410,Fort Hill  Spacious  One Bedroom,215759456,Ruth,,Roxbury,42.32366,-71.09148,Private room,90,2,0,,,2,0
29486450,Serene South End Brownstone Studio- Prime Location,814298,Short Term Rentals Boston,,South End,42.34117,-71.0804,Entire home/apt,105,2,3,2019-04-19,0.48,63,0
29486565,Eclectic South End Cozy Studio A+ Location,814298,Short Term Rentals Boston,,South End,42.34073,-71.0803,Entire home/apt,105,2,3,2019-08-02,0.59,63,0
29486734,Charming Cozy South End Studio on Concord Square,814298,Short Term Rentals Boston,,South End,42.34121,-71.07882,Entire home/apt,105,2,5,2019-05-01,0.85,63,2
29486830,Charming Historic South End Cozy Studio,814298,Short Term Rentals Boston,,South End,42.34225,-71.08052,Entire home/apt,105,2,0,,,63,2
29486921,Classic South End Brownstone Studio-Prime Location,814298,Short Term Rentals Boston,,South End,42.34261,-71.07843,Entire home/apt,105,2,5,2019-04-28,0.90,63,0
29487006,Brownstone Studio in Quiet South End Neighborhood,814298,Short Term Rentals Boston,,South End,42.34294,-71.07876,Entire home/apt,105,2,2,2019-04-17,0.38,63,0
29487140,Cozy South End Studio in Brownstone Building,814298,Short Term Rentals Boston,,South End,42.34277,-71.07892,Entire home/apt,105,2,4,2019-05-26,0.63,63,0
29487809,WB Quarters™ by STRB|Polished Cozy in Southie,814298,Short Term Rentals Boston,,South Boston,42.34314,-71.05602,Private room,144,2,0,,,63,0
29488018,WB Quarters™ by STRB|Polished Cozy in Southie,814298,Short Term Rentals Boston,,South Boston,42.34321,-71.05656,Private room,144,30,0,,,63,0
29488761,WB Quarters™ by STRB|Polished Cozy in Southie,814298,Short Term Rentals Boston,,South Boston,42.34226,-71.05599,Private room,144,2,1,2019-04-10,0.18,63,0
29488814,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34292,-71.05589,Private room,144,2,1,2018-12-17,0.11,63,0
29489650,Giant Room close to Transportation + Workspace!,209771625,Mike,,Brighton,42.35276,-71.14447,Private room,48,1,20,2019-05-24,1.89,8,0
29491358,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34309,-71.05598,Private room,144,2,0,,,63,0
29491697,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34239,-71.0574,Private room,144,2,0,,,63,0
29491874,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34366,-71.05726,Private room,144,2,0,,,63,0
29492039,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34175,-71.05691,Private room,144,2,0,,,63,0
29492253,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34313,-71.05724,Private room,144,2,0,,,63,0
29508336,Freedom Trail Charlestown Studio! Walk Downtown!,24846854,Benjamin,,Charlestown,42.37687,-71.06153,Entire home/apt,155,2,23,2019-09-18,4.37,1,0
29511215,"Best location: walk to T, MGH, TD Garden, Downtwn",77130198,Sarah,,West End,42.36256,-71.06519,Entire home/apt,83,2,6,2019-02-18,0.54,1,0
29513275,Back Bay studio on Marlborough St (90 night min),180283497,Michelle,,Back Bay,42.35287,-71.07649,Entire home/apt,125,90,0,,,5,311
29514442,Brighton Room,115506434,Vildan,,Brighton,42.35081,-71.16519,Private room,65,1,0,,,3,20
29516613,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33668,-71.04587,Private room,105,2,0,,,49,0
29533508,"Newly updated 1 bedroom, walk to Ashmont T!",117289320,Samantha,,Mattapan,42.27948,-71.06725,Entire home/apt,52,60,1,2019-03-23,0.16,1,111
29534939,Reyes family house,213120699,Carlos,,Mattapan,42.27124,-71.07382,Entire home/apt,200,3,4,2019-08-22,0.64,4,118
29538064,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33511,-71.04581,Private room,105,2,0,,,49,0
29538756,Quarters™ on DOT STRB - Private Bunk | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33611,-71.04398,Private room,105,2,1,2019-03-03,0.15,49,0
29539152,Boston Commons Condos Studio 7F,8534462,Corp Condos & Apts,,Downtown,42.35281,-71.06369,Entire home/apt,199,2,2,2019-03-03,0.24,136,283
29539197,Boston Commons Condos Studio 5F,8534462,Corp Condos & Apts,,Downtown,42.35154,-71.06357,Entire home/apt,199,2,0,,,136,283
29539228,Boston Commons Condos 2BD 1F,8534462,Corp Condos & Apts,,Downtown,42.3516,-71.06452,Entire home/apt,400,2,0,,,136,214
29539281,Quarters™ on DOT STRB - Private Bunk | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.3367,-71.04415,Private room,105,2,0,,,49,0
29539387,Boston Commons Condos Studio 8F,8534462,Corp Condos & Apts,,Downtown,42.35159,-71.06551,Entire home/apt,199,2,3,2019-08-23,0.34,136,283
29539392,Boston Commons Condos Studio 9F,8534462,Corp Condos & Apts,,Downtown,42.35305,-71.06337,Entire home/apt,199,2,5,2019-06-20,0.55,136,283
29539405,Boston Commons Condos Studio 1F,8534462,Corp Condos & Apts,,Downtown,42.35232,-71.06506,Entire home/apt,199,2,4,2019-08-22,0.43,136,219
29539407,Boston Commons Condos 1BD 1F,8534462,Corp Condos & Apts,,Downtown,42.3512,-71.06318,Entire home/apt,199,2,8,2019-07-19,1.22,136,223
29539411,Boston Commons Condos Studio 2F,8534462,Corp Condos & Apts,,Downtown,42.35121,-71.0655,Entire home/apt,199,2,0,,,136,223
29539416,Boston Commons Condos Studio 3F,8534462,Corp Condos & Apts,,Downtown,42.35109,-71.06412,Entire home/apt,199,2,0,,,136,223
29539419,Boston Commons Condos Studio 4F,8534462,Corp Condos & Apts,,Downtown,42.35298,-71.06349,Entire home/apt,199,2,0,,,136,223
29539453,Boston Commons Condos 1BD 4F,8534462,Corp Condos & Apts,,Downtown,42.35297,-71.06285,Entire home/apt,199,2,6,2019-09-07,0.66,136,218
29539474,Boston Commons Condos 2BD 2F,8534462,Corp Condos & Apts,,Downtown,42.3515,-71.06449,Entire home/apt,400,2,0,,,136,214
29539481,Boston Commons Condos 1BD 3F,8534462,Corp Condos & Apts,,Downtown,42.35182,-71.06452,Entire home/apt,199,2,1,2018-12-07,0.10,136,283
29539486,Boston Commons Condos 1BD 1F,8534462,Corp Condos & Apts,,Downtown,42.35234,-71.06466,Entire home/apt,199,2,1,2018-12-03,0.10,136,280
29539491,Boston Commons Condos 1BD 5F,8534462,Corp Condos & Apts,,Downtown,42.352,-71.06308,Entire home/apt,199,2,0,,,136,283
29539504,Boston Commons Condos Studio 6F,8534462,Corp Condos & Apts,,Downtown,42.35244,-71.06345,Entire home/apt,199,2,0,,,136,283
29539518,Boston Commons Condos 1BD 2F,8534462,Corp Condos & Apts,,Downtown,42.35189,-71.06369,Entire home/apt,199,2,3,2019-05-04,0.31,136,283
29540035,Quarters™ on DOT STRB - Private Bunk | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33501,-71.04539,Private room,105,2,0,,,49,0
29540528,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33484,-71.04395,Private room,105,2,0,,,49,0
29540890,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33478,-71.04467,Private room,105,2,1,2019-03-20,0.16,49,0
29541231,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33538,-71.04576,Private room,105,2,3,2019-04-09,0.47,49,0
29541467,Quarters™ on DOT STRB - Private Room| Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33488,-71.04463,Private room,105,2,1,2019-04-01,0.17,49,0
29541534,Spacious Jamaica Plain destination!,26988,Anne,,Jamaica Plain,42.3105,-71.1046,Entire home/apt,150,2,18,2019-09-03,1.82,10,136
29541836,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33617,-71.0441,Private room,105,2,1,2019-03-19,0.16,49,0
29542081,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33542,-71.04601,Private room,105,2,0,,,49,0
29542279,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33602,-71.0442,Private room,105,2,1,2019-03-28,0.17,49,0
29542442,Quarters™ on DOT STRB - Private Room | Shared Bath,1444340,Short Term Rentals Boston,,South Boston,42.33668,-71.04606,Private room,105,2,2,2019-03-20,0.26,49,0
29542932,Reyes room one,213120699,Carlos,,Mattapan,42.27068,-71.07513,Private room,72,2,7,2019-05-12,0.64,4,118
29543282,Cozy in South End,44709453,Cecilia,,South End,42.3436,-71.06957,Private room,56,1,9,2019-01-12,0.82,2,0
29543935,Reyes room two,213120699,Carlos,,Mattapan,42.27182,-71.07385,Private room,75,2,1,2019-04-16,0.19,4,118
29544467,Reyes room three,213120699,Carlos,,Mattapan,42.27105,-71.07367,Private room,70,2,1,2019-04-17,0.19,4,118
29545878,SunnyDale Unit,1525322,Foley,,Hyde Park,42.24296,-71.12312,Entire home/apt,69,7,0,,,1,0
29548869,Brighton(Oak Square)1,115506434,Vildan,,Brighton,42.35156,-71.16516,Private room,65,1,1,2019-08-30,1,3,20
29585679,In the Heart of the City,44709453,Cecilia,,South End,42.34308,-71.06934,Private room,56,1,2,2019-01-09,0.21,2,0
29592102,Unique Artisan Apartment | Roslindale,66806674,Alexandria,,Roslindale,42.27853,-71.13848,Private room,65,1,3,2019-04-16,0.31,1,0
29605564,New! Stylish Studio Apartment Downtown,11272292,Talal,,Downtown,42.3561,-71.06205,Entire home/apt,175,1,12,2019-09-08,5.54,6,49
29607084,Central Boston  5 Bed 2 Bath North End-Sleeps 10,218658449,Josh,,Charlestown,42.38423,-71.07098,Entire home/apt,225,3,7,2019-08-04,0.75,1,329
29609066,A historic home near Longwood & NEU,52081526,Thomas,,Roxbury,42.32775,-71.09255,Private room,55,32,4,2019-07-13,0.38,4,140
29610106,An ideal retreat for Longwood + NEU visitors,52081526,Thomas,,Roxbury,42.32659,-71.09095,Private room,55,32,2,2019-07-02,0.19,4,110
29610220,Room + private bath near hospitals & NEU,52081526,Thomas,,Roxbury,42.32791,-71.09307,Private room,75,32,3,2019-08-18,0.64,4,143
29628049,South End ✅ Boston Medical ✅ Tufts ✅ Northeastern,43217109,Javier,,South End,42.33804,-71.07515,Private room,125,1,1,2018-11-24,0.10,6,336
29635339,"Luxury 2 bedroom, 2.5 Bathroom, Downtown Boston",118223333,Gary,,Downtown,42.35496,-71.06021,Entire home/apt,275,6,1,2019-07-12,0.41,1,0
29647538,Beautiful Huge Studio in Theatre District,212359760,EVONIFY Corp,,Downtown,42.35362,-71.06236,Entire home/apt,199,1,30,2019-09-10,2.80,19,32
29648289,"Rm #3,  Safe Area,  8 min walk to JFK-T, City View",17513857,Emilio,,Dorchester,42.31519,-71.05257,Private room,59,1,8,2019-07-28,0.76,3,307
29651584,(R1-22) Cozy Beacon Hill Studio,21184200,Airbnb,,Beacon Hill,42.36048,-71.06743,Entire home/apt,99,1,33,2019-09-15,3.05,27,60
29656147,"Historical Boston,Fenway,Concerts,Universities etc",219680085,Ricardo,,Roxbury,42.31738,-71.09373,Private room,41,1,20,2019-09-15,1.95,3,79
29664067,Boston Home Near Downtown,187813188,Booker,,Jamaica Plain,42.31625,-71.10093,Private room,75,1,46,2019-09-16,4.27,2,357
29666262,Room in beautiful apartment,80595835,Liviu,,Jamaica Plain,42.32078,-71.11042,Private room,35,30,2,2019-08-04,0.21,2,275
29672850,Luxury Backbay 2 Bedroom Apartment!,223161573,Lisa,,Back Bay,42.34684,-71.07929,Entire home/apt,249,1,18,2019-08-28,1.84,2,0
29682207,Stayloom's Charming Upscale Duplex | near T,42431392,Frank,,Roxbury,42.32835,-71.08726,Entire home/apt,1220,1,3,2019-04-23,0.57,7,307
29682266,Stayloom's Spacious Luxury Triplex | near T,42431392,Frank,,Roxbury,42.32984,-71.08716,Entire home/apt,1520,1,5,2019-09-06,0.60,7,306
29682306,Stayloom's Darling Luxury Apartment | near T,42431392,Frank,,Roxbury,42.33061,-71.08735,Entire home/apt,480,1,44,2019-08-23,4.18,7,311
29682500,Excellent Location in the Back Bay! (w/ Parking),40317532,Timothy,,Back Bay,42.35204,-71.0872,Entire home/apt,299,2,16,2019-09-19,9.41,1,129
29702825,"Modern + Bright 2BR in Southie w/ Gym, by Blueground",107434423,Blueground,,South Boston,42.3403,-71.04848,Entire home/apt,246,30,0,,,85,335
29704910,Bright & Airy Downtown Loft Steps to Boston Common,771785,Aaron,,Downtown,42.35506,-71.06131,Entire home/apt,200,2,46,2019-09-17,5.87,1,293
29709254,Private room private bath/ entrance self-check in,71156317,Eddy,,Roslindale,42.27044,-71.12964,Entire home/apt,51,3,44,2019-09-10,4.14,1,319
29723809,"Bedroom near T, Boston downtown, Convention Center",19008767,Ellen,,South Boston,42.34016,-71.0506,Private room,109,2,7,2019-09-13,0.66,5,354
29728508,Support Local Businesses by Staying with GoLocal!,223161573,Lisa,,East Boston,42.36469,-71.04102,Entire home/apt,189,1,18,2019-09-12,2.06,2,65
29730126,"(6-4) Luxury Apartment, South End, Boston Medical!",175856705,Frankie,,South End,42.33553,-71.07485,Entire home/apt,125,1,23,2019-09-11,2.60,5,333
29731261,"(6-2) Three Beds, South End, Boston Medical!",175856705,Frankie,,South End,42.33712,-71.07511,Entire home/apt,399,1,29,2019-09-15,3.26,5,146
29738628,Boston Retreat,34914894,Marguerite,,Mattapan,42.28796,-71.09654,Private room,109,31,2,2019-08-31,0.34,1,280
29739809,"Spectacular, luxury Bay Village/Back Bay Condo",172007,Tim,,Bay Village,42.34881,-71.06681,Entire home/apt,450,1,36,2019-09-21,3.42,1,307
