id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
13347495,https://www.airbnb.com/rooms/13347495,Green Line T at Front Door!,none,33979251,Allen,2015/5/22,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.33975,-71.15094,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,$79.00,,,$100.00,$10.00,1,$0.00
13363171,https://www.airbnb.com/rooms/13363171,"Colorful artist home, prime location!",none,5215706,Alexis,2013/2/24,"Somerville, Massachusetts, United States","31F, ENFP, who keeps busy with work/life and is very friendly! I work in higher education and used to be a high school teacher. My passions aside from work include playing trivia with friends, creating art/street photography, random road trips, playing tennis and squash, hiking/biking.",N/A,N/A,N/A,f,Jamaica Plain,2,2,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31553,-71.1024,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00,,,$300.00,$70.00,1,$50.00
13378923,https://www.airbnb.com/rooms/13378923,Montgomery Place - Studio (Room 6),none,75997654,Kathe,2016/6/5,"Boston, Massachusetts, United States","Kathe and her late husband raised their daughters in the B&B Victorian rowhouse which now serves as a B&B. She happily frees up space for her eight grandchildren and their parents whenever possible. 

",within a few hours,80%,N/A,t,South End,4,4,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34386,-71.0742,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$160.00,,,$0.00,$55.00,2,$25.00
13378987,https://www.airbnb.com/rooms/13378987,Comfort and peace in the South End.,none,25124470,Alice,2014/12/23,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.3423,-71.08036,t,Apartment,Entire home/apt,7,2,4,5,Real Bed,$450.00,,,$200.00,$125.00,4,$20.00
13391640,https://www.airbnb.com/rooms/13391640,Back Bay Apt - Close and Convenient to Everywhere,none,6032648,Madison,2013/4/21,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,,Boston,"Boston, MA",US,United States,42.35502,-71.07523,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,$200.00,,,$95.00,$20.00,1,$0.00
13393418,https://www.airbnb.com/rooms/13393418,☆BostonAirport/T/Downtown/TDgarden/Convention Ctr☆,none,76181684,Sandra,2016/6/6,"Boston, Massachusetts, United States","We love to travel to different parts of the world, when  we get a chance to do so.
",within an hour,100%,N/A,f,East Boston,1,1,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.37776,-71.03474,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$150.00,,,$0.00,$25.00,4,$50.00
13394184,https://www.airbnb.com/rooms/13394184,East Boston Student Sublet $800/month,none,60246341,Seamus,2016/2/24,"Boston, Massachusetts, United States",Product of experience ,N/A,N/A,N/A,f,East Boston,1,1,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.36926,-71.03613,t,Apartment,Private room,1,1,1,1,Real Bed,$30.00,,,,,1,$0.00
13414159,https://www.airbnb.com/rooms/13414159,Amazing & convenient Charlestown Navy Yard Apt,none,76412054,Chorm,2016/6/7,"Boston, Massachusetts, United States","Hi there!  

We are Norm and Chet.  And together our friends call us Chorm!  We are the owners of Improv Asylum and Laugh Boston.  So naturally we love comedy and having fun.  Born in MA in we also are huge fans of the Boston Bruins, Patriots, and Red Sox.",within a few hours,100%,N/A,t,Charlestown,1,1,"Boston, MA, United States",Charlestown,Charlestown,,Boston,MA,2129,Boston,"Boston, MA",US,United States,42.37756,-71.05134,t,Condominium,Entire home/apt,6,2,2,4,Real Bed,$193.00,,,$100.00,$75.00,4,$25.00
13414367,https://www.airbnb.com/rooms/13414367,Quiet 1BR in the Heart of the North End,none,1231885,Emily,2011/10/1,"Boston, Massachusetts, United States","Educator, traveler, fitness and food enthusiast!",N/A,N/A,N/A,f,North End,1,1,"Boston, MA, United States",North End,North End,,Boston,MA,2113,Boston,"Boston, MA",US,United States,42.36474,-71.05413,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$108.00,,,$500.00,$25.00,1,$0.00
13415984,https://www.airbnb.com/rooms/13415984,Conveniently Located South Boston Apartment,none,61947644,Kenny,2016/3/7,"Boston, Massachusetts, United States",Shoot me a message if you have any questions!,N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.32996,-71.05759,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,$109.00,,,,,1,$0.00
13422887,https://www.airbnb.com/rooms/13422887,"Small Room, Off-St. Parking, AC, Renovated Clean",none,18517776,Huggy,2014/7/21,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,Roxbury,30,30,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2119,Boston,"Boston, MA",US,United States,42.31568,-71.08061,t,Apartment,Private room,1,2,1,1,Real Bed,$35.00,,,$300.00,$40.00,1,$0.00
13433298,https://www.airbnb.com/rooms/13433298,Centrally located brownstone on historic Beacon St,none,76620224,Steve,2016/6/8,"North Andover, Massachusetts, United States","My name is Steve.  I am originally from Boston and think it's a great city.  I hope all those who come to stay here will feel the same.  I have a house on the north shore as well as the condo in Back Bay, and I am happy to share my place.  I am a physician and my days can be busy but I will try to respond to all messages in a timely fashion.  Welcome to Boston!",N/A,N/A,N/A,f,Back Bay,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.3533,-71.07779,t,Condominium,Entire home/apt,3,1,0,2,Real Bed,$160.00,,,,,1,$0.00
13443949,https://www.airbnb.com/rooms/13443949,红线地铁JFK/UMASS 站边上的一个房间#2,none,63906798,Sulian,2016/3/21,US,,within an hour,100%,N/A,f,Dorchester,7,7,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.31678,-71.05337,t,Guest suite,Private room,2,1,1,2,Real Bed,$62.00,,,$0.00,$15.00,1,$20.00
13450030,https://www.airbnb.com/rooms/13450030,"Allston, Close to Harvard Business School + BU I",none,19548932,Joe,2014/8/6,"Boston, Massachusetts, United States",I like being active. Playing tennis and going to the gym is something that I spent a lot of time doing. Hope to travel to more places to see new things and gain new experiences. ,within an hour,90%,N/A,f,Allston-Brighton,8,8,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35882,-71.13018,t,Apartment,Private room,2,2,1,1,Real Bed,$70.00,$425.00,"$1,800.00",$100.00,$25.00,2,$25.00
13466910,https://www.airbnb.com/rooms/13466910,"Newbury St, LUXURY Penthouse! Private Decks!!!",none,21184200,Airbnb,2014/9/10,"Boston, Massachusetts, United States","Ambitious and full of life! My team,  Samara, Gio, Allen , Theresa and I are here to make your Boston stay, the best stay possible! We are always available to give great travel advice, restaurant & night life suggestions,  and professional Real Estate guidance!   On the Airbnb Messenger, you'll be speaking with myself or one of my teammates! Maintenance & repairs are with Gio or one of our subs! Come visit our Strong city of Boston! Home Sweet Home, professionally managed! ",within an hour,99%,N/A,f,South Boston,67,67,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34831,-71.08226,f,Apartment,Entire home/apt,7,1.5,2,4,Real Bed,$299.00,,,$350.00,$120.00,6,$35.00
13478868,https://www.airbnb.com/rooms/13478868,Brighton-Allston quiet neighborhood/furnished,none,77158766,Eunice,2016/6/11,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,9,9,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35908,-71.14407,t,House,Private room,1,1,1,1,Real Bed,$41.00,,,$300.00,$60.00,1,$50.00
13494185,https://www.airbnb.com/rooms/13494185,Montgomery Place - Parlor Room (Room 2),none,75997654,Kathe,2016/6/5,"Boston, Massachusetts, United States","Kathe and her late husband raised their daughters in the B&B Victorian rowhouse which now serves as a B&B. She happily frees up space for her eight grandchildren and their parents whenever possible. 

",within a few hours,80%,N/A,t,South End,4,4,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34446,-71.07411,t,Apartment,Entire home/apt,2,1,0,0,Real Bed,$145.00,,,$0.00,$55.00,2,$25.00
13513696,https://www.airbnb.com/rooms/13513696,2BR South End Splendor w/ Private Deck,none,48600417,Max,2015/11/9,"Cambridge, Massachusetts, United States",,N/A,N/A,N/A,f,Roxbury,1,1,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.3391,-71.08056,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$148.00,,,$100.00,$75.00,1,$0.00
13515084,https://www.airbnb.com/rooms/13515084,"Allston, Close to Harvard Business School + BU F",none,19548932,Joe,2014/8/6,"Boston, Massachusetts, United States",I like being active. Playing tennis and going to the gym is something that I spent a lot of time doing. Hope to travel to more places to see new things and gain new experiences. ,within an hour,90%,N/A,f,Allston-Brighton,8,8,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35721,-71.12872,f,House,Private room,1,2,1,1,Real Bed,$70.00,$399.00,"$1,750.00",$100.00,$25.00,2,$25.00
13515118,https://www.airbnb.com/rooms/13515118,Brighton/Allston quiet neighborhood/furnished,none,77158766,Eunice,2016/6/11,"Boston, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,9,9,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35884,-71.14434,t,House,Private room,1,1,1,1,Real Bed,$40.00,,,$300.00,$60.00,1,$50.00
13524454,https://www.airbnb.com/rooms/13524454,Private Room in Beacon Hill,none,29187425,Olja,2015/3/11,"Boston, Massachusetts, United States",,within a few hours,90%,N/A,t,,2,2,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.3606,-71.06693,f,Apartment,Private room,1,1,1,1,Real Bed,$125.00,,,$0.00,$60.00,1,$10.00
13528233,https://www.airbnb.com/rooms/13528233,"Spacious, clean, modern and furnished bedroom",none,35924295,Hua,2015/6/16,"Northborough, Massachusetts, United States",,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34473,-71.13982,t,Apartment,Private room,1,1,1,1,Real Bed,$50.00,,,$200.00,$15.00,1,$0.00
13530359,https://www.airbnb.com/rooms/13530359,Summer sublet in Allston (from 05/14),none,40220824,Gerard,2015/8/1,"Barcelona, Catalonia, Spain",,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35498,-71.12949,t,Apartment,Private room,1,2,1,1,Real Bed,$42.00,,,,,1,$0.00
13544430,https://www.airbnb.com/rooms/13544430,Boston University Graduate Students Apartment,none,77937598,Han,2016/6/15,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Fenway/Kenmore,1,1,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34768,-71.10664,t,Apartment,Private room,1,3,1,1,Real Bed,$30.00,,,$200.00,,1,$0.00
13546414,https://www.airbnb.com/rooms/13546414,Walk To Beach or City 2 - Spacious Room,none,30342817,Piter & Stacy,2015/3/31,"Boston, Massachusetts, United States","Stacy and I love to travel! Some of our favorite destinations are Croatia, Bosnia, Egypt, Italy, Cape Verde and Greece. Traveling comes from our love of culture and history. We love to participate in local adventures, attend events happening wherever we are, but most importantly, meet new people and try new cuisines!  Music is a huge part of our lives, all genres, and if we have down time, we kick up our feet and watch a movie! We can tell you where to go for the best restaurants and events happening around the city.  Keeping up to date with new dining and entertainment venues is something we really enjoy. We work a ton and don't get away as much as we like lately, so we love to entertain and are also Airbnb hosts.  We both have hospitality industry experience and keeping our guests happy and providing them with all of the information they need to enjoy their stay is one of the best parts of hosting. We look forward to meeting you during our travels or in the company of our home! Come stay with us and experience Boston like a local! 

",within an hour,100%,N/A,f,Dorchester,7,7,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.31847,-71.05769,t,House,Private room,5,1,1,2,Real Bed,$75.00,,,$150.00,$40.00,2,$10.00
13547301,https://www.airbnb.com/rooms/13547301,Boston Large Modern Newly Renovated Bi-Level,none,57402911,Georgia,2016/2/4,"Boston, Massachusetts, United States",A life-long Bostonian.,within a few hours,100%,N/A,t,Roslindale,2,2,"Boston, MA, United States",Roslindale,Roslindale,,Boston,MA,2131,Boston,"Boston, MA",US,United States,42.28764,-71.12988,t,Apartment,Entire home/apt,6,2,3,5,Real Bed,$125.00,,,$0.00,$100.00,1,$0.00
13550969,https://www.airbnb.com/rooms/13550969,Minion? *Spa Shower*Massage Chair*Convention 287-2,none,26704689,Mac,2015/1/25,"Boston, Massachusetts, United States","I grew up in Colorado, moved to Cambridge to attend MIT, moved away to London and various places, now back in Boston for the past 20 years. My husband, Sean is a retired US Army veteran and graduate of the US Military Academy (West Point) - and we love to host. We also like to travel and we host as we would want to be hosted when we travel - we like comfort and convenience. Come visit, play some volleyball at the nearby beach - or just head downtown - we can walk there too!",within a few hours,100%,N/A,t,South Boston,13,13,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33146,-71.05311,t,Apartment,Entire home/apt,11,1,3,8,Real Bed,$149.00,,,$500.00,$150.00,3,$40.00
13555596,https://www.airbnb.com/rooms/13555596,Beautifully renovated one bedroom,none,9974234,Richard,2013/11/12,"Boston, Massachusetts, United States","I work in Business Development in Boston/NY territory. I'm a very hard-working, clean, and driven individual. I'm very respectful of people's property and expect that people who deal with me respect me as a professional as well.",N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33792,-71.02701,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$140.00,,,$200.00,$65.00,1,$75.00
13557973,https://www.airbnb.com/rooms/13557973,Downtown apartment close to Ts and theatres,none,29453165,Aparna,2015/3/16,United States,I enjoy meeting people from across different cultures and countries. I love the theater and good food.,N/A,N/A,N/A,f,Theater District,1,1,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2116,,"Boston, MA",US,United States,42.35244,-71.06309,t,Apartment,Private room,2,1,1,1,Real Bed,$98.00,,,$200.00,$80.00,1,$0.00
13573506,https://www.airbnb.com/rooms/13573506,North End Beauty,none,78285098,Andrew,2016/6/17,US,,N/A,N/A,N/A,f,North End,1,1,"Boston, MA, United States",North End,North End,,Boston,MA,2113,Boston,"Boston, MA",US,United States,42.36574,-71.05542,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$559.00,,,$250.00,$25.00,1,$0.00
13578425,https://www.airbnb.com/rooms/13578425,"Small Room near Redline & Commuter Rail, Renovated",none,18517776,Huggy,2014/7/21,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,Roxbury,30,30,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2121,Boston,"Boston, MA",US,United States,42.30469,-71.07104,t,Apartment,Private room,1,1,1,1,Real Bed,$37.00,,,$300.00,$40.00,1,$0.00
13585624,https://www.airbnb.com/rooms/13585624,Tree-lined Charlestown|Historic|2BR 1BA,none,814298,Short Term Rentals Boston,2011/7/13,"Boston, Massachusetts, United States","STRB is the premier provider of short-term furnished rentals in the city of Boston. We provide economical and professionally managed hotel-alternative accommodations for nightly, weekly and monthly rentals. Our portfolio of units includes fully furnished one, two and three bedroom apartments, studio rentals and hostel accommodations located in the best neighborhoods of Boston. If you don’t see what you are looking for on our website, please inquire with one of our leasing (Email hidden by Airbnb)",within an hour,95%,N/A,f,South End,91,91,"Boston, MA, United States",Charlestown,Charlestown,,Boston,MA,2129,Boston,"Boston, MA",US,United States,42.375,-71.05778,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$250.00,,,$500.00,$130.00,1,$0.00
13588854,https://www.airbnb.com/rooms/13588854,Gorgeous Private BR in 2BR. Close to everything!,none,78483331,Bre,2016/6/18,"California, United States",,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34683,-71.14618,t,Apartment,Private room,1,1,1,1,Real Bed,$65.00,,,"$1,800.00",$100.00,1,$0.00
13594886,https://www.airbnb.com/rooms/13594886,"Modern Guest Room, Private Bath near airport/city",none,5997103,Andrea And Tivan,2013/4/19,"Boston, Massachusetts, United States","We're Airbnb hosts that love to travel. Between the two of us, we've been to over 50 countries, including working in Australia, Mexico, and West Africa (where Andrea did the Peace Corps). We're both clean, courteous, friendly, and fun - we look forward to meeting you! ",within an hour,100%,N/A,t,East Boston,7,7,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.3685,-71.03371,t,Apartment,Private room,2,1,1,1,Real Bed,$115.00,,,$0.00,$10.00,1,$10.00
13600618,https://www.airbnb.com/rooms/13600618,Huge nice Room well located,none,67175528,Aristofanes,2016/4/14,"Boston, Massachusetts, United States","I am very friendly. Love reading, exercising, meditation and Latin dancing. ",within a few hours,86%,N/A,t,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31423,-71.10063,t,Apartment,Private room,1,1,1,1,Real Bed,$45.00,,,$800.00,$0.00,1,$10.00
13602008,https://www.airbnb.com/rooms/13602008,"Historical home in Back Bay near BU, Fenway",none,78663619,Katharine,2016/6/19,"Minneapolis, Minnesota, United States","I'm a senior at Brown University in Providence, RI pursuing journalism. I love meeting new people, heading to live music, reading in coffee stores, and exploring cities by bike.",N/A,N/A,N/A,f,Fenway/Kenmore,1,1,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34922,-71.0991,t,House,Private room,4,2.5,1,4,Real Bed,$70.00,,,$150.00,$10.00,1,$0.00
13605430,https://www.airbnb.com/rooms/13605430,Amazing 1.5 BR in the heart of the South End,none,52469325,Jeff,2015/12/27,"Boston, Massachusetts, United States","Good-hearted professional originally from CA who has become a New England transplant, open to find a good match to live like a true Bostonian in our great condo.",N/A,N/A,N/A,f,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.34338,-71.06881,t,Condominium,Entire home/apt,2,1,2,1,Real Bed,$250.00,,,$500.00,,1,$0.00
13613229,https://www.airbnb.com/rooms/13613229,~*30min to Downtown*~ THE COSMOPOLITAN,none,14016102,Jovan,2014/4/7,"Boston, Massachusetts, United States","Sena grew up in the South End neighborhood in Boston and Jovan was born and raised in Concord, MA, northwest of the city. We both attended college in the Boston area and, aside from a two year stint in New York City, have lived in Boston or the surrounding area all our lives. Sena is a former fashion designer turned fourth grade teacher in the nearby suburb of Needham and Jovan works in marketing for a toy company in Rhode Island. 

We love running, yoga, hiking, eating, baking, and throughout the years we’ve had the chance to visit many different countries including Japan, China, Thailand, Cambodia, Costa Rica, and Greece (staying at many Airbnb’s along the way). In the future we’d love to explore Mexico, Iceland, and more of Europe.",within an hour,100%,N/A,t,Hyde Park,5,5,"Boston, MA, United States",Hyde Park,Hyde Park,,Boston,MA,2136,,"Boston, MA",US,United States,42.26039,-71.1162,t,House,Entire home/apt,6,1,2,3,Real Bed,$134.00,,,$100.00,$90.00,4,$25.00
13613812,https://www.airbnb.com/rooms/13613812,A Very Large Room - Lt Green Room,none,18479599,Agnieszka,2014/7/20,"Boston, Massachusetts, United States",,within an hour,100%,N/A,f,Dorchester,22,22,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.32466,-71.05782,t,Apartment,Private room,2,1,1,2,Real Bed,$85.00,,,$0.00,$150.00,1,$25.00
13614982,https://www.airbnb.com/rooms/13614982,Adorable 1Bd Apt in Busy Back Bay,none,58356283,Sophia,2016/2/11,"Boston, Massachusetts, United States",Hello!,N/A,N/A,N/A,f,Back Bay,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34975,-71.07857,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$225.00,,,$95.00,$25.00,2,$25.00
13621476,https://www.airbnb.com/rooms/13621476,Sunny and Spacious in the heart of Hyde Square,none,39949128,Daniel,2015/7/29,"Cambridge, Massachusetts, United States",,N/A,N/A,N/A,f,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.32192,-71.11047,t,Apartment,Private room,2,2,1,1,Real Bed,$95.00,,,$100.00,$15.00,1,$0.00
13624971,https://www.airbnb.com/rooms/13624971,Modern apartment with private room,none,78954936,Merna,2016/6/20,"Bayonne, New Jersey, United States","Hi, I am a pharmacy student from Boston. I am more on the quiet side and am always looking for an adventure!",within a day,88%,N/A,f,,1,1,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33239,-71.09583,f,Apartment,Private room,1,2.5,1,1,Real Bed,$55.00,,,,$25.00,1,$10.00
13636659,https://www.airbnb.com/rooms/13636659,Quarters™ on DOT STRB - Private Room | Shared Bath,none,1444340,Short Term Rentals Boston,2011/11/26,"Boston, Massachusetts, United States","STRB is the premier provider of short-term furnished rentals in the city of Boston. We provide economical and professionally managed hotel-alternative accommodations for nightly, weekly and monthly rentals. Our portfolio of units includes fully furnished one, two and three bedroom apartments, studio rentals and hostel accommodations located in the best neighborhoods of Boston. If you don’t see what you are looking for on our website, please inquire with one of our leasing (Email hidden by Airbnb)",within a few hours,93%,N/A,f,Roxbury,50,50,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33616,-71.04536,t,Apartment,Private room,2,1,1,1,Real Bed,$105.00,,,$0.00,$50.00,1,$0.00
13640138,https://www.airbnb.com/rooms/13640138,336 Centre St Boston!,none,55958506,Noél,2016/1/24,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.32152,-71.10741,t,Apartment,Private room,3,1,1,1,Real Bed,$29.00,,,,$10.00,2,$35.00
13642024,https://www.airbnb.com/rooms/13642024,Private bed/bath in heart of Southie!,none,51849764,Brendan,2015/12/20,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,South Boston,2,2,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,,Boston,"Boston, MA",US,United States,42.33214,-71.04049,f,Condominium,Private room,2,1,1,1,Real Bed,$150.00,,,,$30.00,1,$0.00
13642260,https://www.airbnb.com/rooms/13642260,One bedroom apartment with a parking spot,none,61145575,Anais,2016/3/1,"Brookline, Massachusetts, United States",,N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34013,-71.15834,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,$95.00,,,,$20.00,1,$10.00
13650313,https://www.airbnb.com/rooms/13650313,"Massachusetts Ave, Lux 1 Bd Back Bay area",none,22541573,Ken,2014/10/14,"New York, New York, United States","I work for Furnished Quarters, the largest provider of furnished apartments in the Northeast. My family started this business over 20 years ago and we welcome the opportunity to host you in our apartments. 

Guests can expect a comfortable, fully furnished and equipped private apartment, plenty of helpful neighborhood information, 24-hour access to our team and complimentary housekeeping. We consider ourselves first and foremost a hospitality company and we are here to provide a worry-free stay that enables you to enjoy the city and feel like a local from the moment you arrive.  ",within a few hours,99%,N/A,t,Upper East Side,131,131,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.34388,-71.08736,t,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,$174.00,,,,,1,$0.00
13652374,https://www.airbnb.com/rooms/13652374,Private Room near Forest Hills T Stop,none,27860683,Anú,2015/2/16,"Boston, Massachusetts, United States","Musician from Mexico City currently based in Boston. I love music, going to concerts, reading, meeting new people and traveling!",N/A,N/A,N/A,f,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.29764,-71.11399,t,Apartment,Private room,1,1,1,1,Real Bed,$27.00,,,,$5.00,1,$0.00
13652639,https://www.airbnb.com/rooms/13652639,Sonder | Northeastern University | Chic 3BR,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33566,-71.0852,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,$620.00,,,$400.00,$130.00,6,$5.00
13653016,https://www.airbnb.com/rooms/13653016,Sonder | Northeastern University | Cozy 2BR,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33639,-71.0866,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$517.00,,,$400.00,$110.00,4,$5.00
13655923,https://www.airbnb.com/rooms/13655923,Shared Apartment Near Red Line (JFK/UMASS),none,79326469,Jason,2016/6/22,"Boston, Massachusetts, United States",Hello! I’m a teacher from the Boston area. I’ve been a host on Airbnb for 2 years. ,N/A,N/A,N/A,f,Dorchester,1,1,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.31757,-71.0588,t,Apartment,Private room,2,1,1,1,Real Bed,$60.00,,,,,1,$5.00
